Title,Rating,Year,Month,Runtime,Budget,Income,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,Top_50_Director,Lead,Supporting
Before I Fall,6.4,2017,3,98,5000000.0,16373843.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1001,1001
The Disaster Artist,7.3,2017,12,104,10000000.0,29820616.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,1001
Thoroughbreds,6.6,2017,3,92,6000000.0,3187255.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
The Florida Project,7.6,2017,11,111,2000000.0,10954677.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
The Hitman's Bodyguard,6.9,2017,8,118,30000000.0,183428689.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,1001
Geostorm,5.3,2017,10,109,120000000.0,221600160.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,506,1001
Happy Death Day,6.6,2017,10,96,4800000.0,125479266.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1001,1001
Downsizing,5.8,2017,12,135,68000000.0,55003890.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,224,1001
Office Christmas Party,5.9,2016,12,105,45000000.0,114501299.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,1001
Rogue One: A Star Wars Story,7.8,2016,12,133,200000000.0,1058682142.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,797,1001
Zoolander 2,4.7,2016,2,101,50000000.0,56722693.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,1001
Split,7.3,2016,1,117,9000000.0,278454417.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,994,1001
Terrifier,5.6,2016,3,85,35000.0,76376.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1001,1001
Nocturnal Animals,7.5,2016,12,116,22500000.0,30311857.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99,1001
Storks,6.8,2016,9,87,70000000.0,183510278.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,988,1001
La La Land,8.0,2016,12,128,30000000.0,471227161.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,254,1001
Suicide Squad,5.9,2016,8,123,175000000.0,746846894.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,64,1001
Deadpool,8.0,2016,2,108,58000000.0,782836791.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,1001
Hacksaw Ridge,8.1,2016,11,139,40000000.0,180563636.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,452,1001
Arrival,7.9,2016,11,116,47000000.0,203388186.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,99,1001
Me Before You,7.4,2016,6,106,20000000.0,208314186.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,794,1001
The Nice Guys,7.3,2016,5,116,50000000.0,62788218.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,1001
Sing,7.1,2016,12,108,75000000.0,634338384.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,623,1001
Bad Moms,6.2,2016,7,100,20000000.0,183936074.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,1001
Zootopia,8.0,2016,3,108,150000000.0,1042533689.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896,1001
Hell or High Water,7.6,2016,8,102,12000000.0,37999675.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,425,1001
Sausage Party,6.1,2016,8,89,19000000.0,140705322.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,1001
Manchester by the Sea,7.8,2016,12,137,9000000.0,78988148.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,1001
Batman v Superman: Dawn of Justice,6.4,2016,3,151,250000000.0,873637528.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,424,1001
Bad Santa 2,5.6,2016,11,92,26000000.0,24079268.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553,1001
13 Hours,7.3,2016,1,144,50000000.0,69411370.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,991,1001
Moana,7.6,2016,11,107,150000000.0,665069139.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Your Name.,8.4,2016,4,106,2775000.0,358180115.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
The Magnificent Seven,6.8,2016,9,132,90000000.0,162360636.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1001
10 Cloverfield Lane,7.2,2016,3,103,15000000.0,110216998.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,818,1001
Miss Peregrine's Home for Peculiar Children,6.7,2016,9,127,110000000.0,296482446.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,550,1001
Hidden Figures,7.8,2016,1,127,25000000.0,235956898.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1001,1001
The Edge of Seventeen,7.3,2016,11,104,9000000.0,19370020.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678,1001
The Invisible Guest,8.0,2016,1,106,4240000.0,31191910.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1001,1001
Doctor Strange,7.5,2016,11,115,165000000.0,677796076.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,274,1001
Captain America: Civil War,7.8,2016,5,147,250000000.0,1153337496.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,457,1001
Passengers,7.0,2016,12,116,110000000.0,303144152.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,185,1001
Fences,7.2,2016,12,139,24000000.0,64414761.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1001
Moonlight,7.4,2016,11,111,4000000.0,65336603.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871,1001
Fantastic Beasts and Where to Find Them,7.2,2016,11,132,180000000.0,814044001.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,519,1001
Warcraft,6.7,2016,6,123,160000000.0,439048914.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
The Girl on the Train,6.5,2016,10,112,45000000.0,173185859.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,791,1001
X-Men: Apocalypse,6.9,2016,5,144,178000000.0,543934105.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,994,1001
Star Trek Beyond,7.0,2016,7,122,185000000.0,343471816.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,425,1001
The Accountant,7.3,2016,10,128,44000000.0,155160045.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,424,1001
Ghostbusters: Answer the Call,6.9,2016,7,117,144000000.0,229147509.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,490,1001
Central Intelligence,6.3,2016,6,107,50000000.0,216972543.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,1001
Don't Breathe,7.1,2016,8,88,9900000.0,157761002.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1001,1001
A Cure for Wellness,6.4,2016,2,146,40000000.0,26620002.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1001,1001
Captain Fantastic,7.8,2016,7,118,5000000.0,23123592.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,1001
Swiss Army Man,6.9,2016,7,97,3000000.0,4935501.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,966,1001
Everybody Wants Some!!,6.9,2016,4,117,10000000.0,4644472.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1001,1001
The Bad Batch,5.2,2016,6,118,6000000.0,201890.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1001,1001
Independence Day: Resurgence,5.2,2016,6,120,165000000.0,389681935.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,473,1001
The Legend of Tarzan,6.2,2016,7,110,180000000.0,356700357.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
War Dogs,7.1,2016,8,114,40000000.0,86234523.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,1001
Dirty Grandpa,5.9,2016,1,102,25000000.0,94073028.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1001
The Conjuring 2,7.3,2016,6,134,40000000.0,321834351.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,384,1001
Jason Bourne,6.6,2016,7,123,120000000.0,415484914.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,224,1001
Why Him?,6.2,2016,12,111,38000000.0,118102725.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Almost Christmas,6.1,2016,11,111,17000000.0,42580920.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1001,1001
Raw,7.0,2016,3,99,3710000.0,3096815.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1001,1001
The 5th Wave,5.2,2016,1,112,38000000.0,109906372.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1001,1001
Now You See Me 2,6.4,2016,6,129,90000000.0,334897606.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,1001
The Neon Demon,6.1,2016,6,117,7000000.0,3073700.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1001,1001
Lion,8.0,2016,1,118,12000000.0,140853810.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Silence,7.1,2016,1,161,46000000.0,23834809.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,452,1001
Gods of Egypt,5.4,2016,2,127,140000000.0,150680864.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Allied,7.1,2016,11,124,85000000.0,119520023.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,120,1001
Jack Reacher: Never Go Back,6.1,2016,10,118,60000000.0,162146076.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,1001
The Founder,7.2,2016,1,115,25000000.0,24121245.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859,1001
Teenage Mutant Ninja Turtles: Out of the Shadows,5.9,2016,6,112,135000000.0,245623848.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,1001
Mike and Dave Need Wedding Dates,6.0,2016,7,98,33000000.0,77068246.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1001,1001
The Jungle Book,7.4,2016,4,106,175000000.0,966554929.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Trolls,6.4,2016,11,92,125000000.0,347182886.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,1001
How to Be Single,6.1,2016,2,110,38000000.0,112343513.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,728,1001
The Great Wall,5.9,2016,2,103,150000000.0,334933831.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,224,1001
The Brothers Grimsby,6.2,2016,3,83,35000000.0,27979040.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906,1001
The Lost City of Z,6.6,2016,4,141,30000000.0,19263938.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,1001
Pride and Prejudice and Zombies,5.8,2016,2,108,28000000.0,16457494.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
"Hail, Caesar!",6.3,2016,2,106,22000000.0,63945241.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,751,1001
Sully,7.4,2016,9,96,60000000.0,240797623.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1001
Lady Macbeth,6.8,2016,7,89,605000.0,5343632.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,900,1001
Assassin's Creed,5.6,2016,12,115,125000000.0,240697856.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,225,1001
Inferno,6.2,2016,10,121,75000000.0,220021259.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1001
Miss Sloane,7.5,2016,12,132,13000000.0,9101546.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,1001
The Shallows,6.3,2016,6,86,17000000.0,119100758.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,547,1001
The Wailing,7.4,2016,6,156,6420000.0,49851770.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1001,1001
London Has Fallen,5.9,2016,3,99,60000000.0,205754447.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,506,1001
Brimstone,7.0,2016,1,148,12720000.0,2140941.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,515,1001
Kung Fu Panda 3,7.1,2016,1,95,145000000.0,521170825.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867,1001
Allegiant,5.7,2016,3,120,110000000.0,179246868.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,530,1001
Krampus,6.2,2015,12,98,15000000.0,61548707.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Burnt,6.6,2015,10,101,20000000.0,36606743.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,1001
The Night Before,6.4,2015,11,101,25000000.0,52395996.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
The Big Short,7.8,2015,12,130,28000000.0,133440870.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,1001
Fifty Shades of Grey,4.1,2015,2,125,40000000.0,569651467.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,728,1001
Love,6.1,2015,10,135,3000000.0,861057.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1001,1001
The Hateful Eight,7.8,2015,12,168,44000000.0,156480177.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1001,1001
Mad Max: Fury Road,8.1,2015,5,120,150000000.0,415261382.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,269,1001
Sicario,7.6,2015,10,121,30000000.0,84997446.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,791,1001
The VVitch: A New-England Folktale,6.9,2015,2,92,4000000.0,40423945.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1001,1001
The Revenant,8.0,2015,1,156,135000000.0,532950503.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1001
Star Wars: Episode VII - The Force Awakens,7.8,2015,12,138,245000000.0,2069521700.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1001,1001
Love the Coopers,5.8,2015,11,107,17000000.0,42426912.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,156,1001
Legend,6.9,2015,11,132,30000000.0,42972994.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,1001
The Martian,8.0,2015,10,144,108000000.0,630620818.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,224,1001
The Lobster,7.1,2015,10,119,4240000.0,15509546.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,208,1001
The Man from U.N.C.L.E.,7.2,2015,8,116,75000000.0,107045109.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,422,1001
Spotlight,8.1,2015,11,129,20000000.0,98690254.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,1001
Southpaw,7.3,2015,7,124,30000000.0,91970827.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,1001
Avengers: Age of Ultron,7.3,2015,5,141,250000000.0,1402809540.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1001,1001
Jurassic World,6.9,2015,6,124,150000000.0,1671537444.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,374,1001
Vacation,6.1,2015,7,99,31000000.0,107228221.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918,1001
Inside Out,8.2,2015,6,95,175000000.0,858848019.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786,1001
Carol,7.2,2015,1,118,11800000.0,40272135.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,1001
The Age of Adaline,7.2,2015,4,112,25000000.0,65663276.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,547,1001
Room,8.1,2015,1,118,13000000.0,35401758.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,580,1001
Everest,7.1,2015,9,121,55000000.0,203427584.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Spectre,6.8,2015,11,148,245000000.0,880705312.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,421,1001
Magic Mike XXL,5.6,2015,7,115,14800000.0,117813057.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,416,1001
Pitch Perfect 2,6.4,2015,5,115,29000000.0,287144079.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,277,1001
The Hunger Games: Mockingjay - Part 2,6.5,2015,11,137,160000000.0,653428261.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,185,1001
Ant-Man,7.3,2015,7,117,130000000.0,519311965.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,1001
Daddy's Home,6.1,2015,12,96,50000000.0,242786137.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,460,1001
Maze Runner: The Scorch Trials,6.3,2015,9,131,61000000.0,312296056.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1001,1001
Green Room,7.0,2015,5,95,5000000.0,3769214.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1001,1001
Cinderella,6.9,2015,3,105,95000000.0,542358331.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Crimson Peak,6.5,2015,10,119,55000000.0,74679822.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,487,1001
Mission: Impossible - Rogue Nation,7.4,2015,7,131,150000000.0,682716636.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,83,1001
The Gift,7.0,2015,8,108,5000000.0,58980521.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,471,1001
Bridge of Spies,7.6,2015,10,142,40000000.0,165478348.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,12,1001
Bone Tomahawk,7.1,2015,2,132,1800000.0,382579.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,252,1001
Knock Knock,4.9,2015,10,99,2500000.0,5567103.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,415,1001
Terminator Genisys,6.3,2015,7,126,155000000.0,440603537.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,160,1001
The Boy Next Door,4.7,2015,1,91,4000000.0,52425855.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,291,1001
Straight Outta Compton,7.8,2015,8,147,28000000.0,201634991.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1001,1001
San Andreas,6.1,2015,5,114,110000000.0,474009154.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,418,1001
Tomorrowland,6.4,2015,5,130,190000000.0,209035668.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,111,1001
Furious 7,7.1,2015,4,137,190000000.0,1515341399.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,423,1001
The Visit,6.2,2015,9,94,5000000.0,98450062.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1001,1001
Creed,7.6,2015,11,133,35000000.0,173578883.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1001,1001
Pixels,5.6,2015,7,105,88000000.0,244874809.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,419,1001
The Intern,7.1,2015,9,121,35000000.0,194564672.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1001
Minions,6.4,2015,7,91,74000000.0,1159444662.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,1001
Entourage,6.5,2015,6,104,30000000.0,49263404.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Focus,6.6,2015,2,105,50100000.0,158762963.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1001
Joy,6.6,2015,12,124,60000000.0,101134059.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,1001
The Danish Girl,7.1,2015,1,119,15000000.0,64191523.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,519,1001
Little Boy,7.3,2015,4,106,20000000.0,17572289.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1001,1001
Black Mass,6.9,2015,9,123,53000000.0,99775678.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1001
Ted 2,6.3,2015,6,115,68000000.0,215863606.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,1001
Spy,7.0,2015,6,120,65000000.0,235666219.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,1001
Fantastic Four,4.3,2015,8,100,120000000.0,167882881.0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,603,1001
The Last Witch Hunter,5.9,2015,10,106,90000000.0,146936910.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,423,1001
The Divergent Series: Insurgent,6.2,2015,3,119,110000000.0,297002527.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,530,1001
In the Heart of the Sea,6.9,2015,12,122,100000000.0,93920758.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,1001
Point Break,5.3,2015,12,114,105000000.0,133718711.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Brooklyn,7.5,2015,11,117,11000000.0,62402155.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,535,1001
Baahubali: The Beginning,8.0,2015,7,159,18026148.0,24548038.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Jupiter Ascending,5.3,2015,2,127,176000000.0,183887723.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,416,1001
Goosebumps,6.3,2015,10,103,58000000.0,158261424.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,867,1001
Home,6.6,2015,3,94,135000000.0,386041607.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
Pan,5.7,2015,10,111,150000000.0,128388320.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,1001
The Longest Ride,7.0,2015,4,123,34000000.0,62944815.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1001,1001
Aloha,5.4,2015,5,105,37000000.0,26250020.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,219,1001
The Wave,6.6,2015,8,105,6360000.0,12975143.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1001,1001
Tale of Tales,6.4,2015,4,134,12720000.0,5500277.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,94,1001
Steve Jobs,7.2,2015,10,122,30000000.0,34441873.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,225,1001
Heist,6.1,2015,11,93,8900000.0,3777046.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1001
Youth,7.3,2015,12,124,13038000.0,23469540.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,204,1001
The DUFF,6.4,2015,2,101,8500000.0,43709744.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1001,1001
